title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
My velcro baby is finally calm,"I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2023-03-17 00:00:00 UTC,Lucy Bennett,bennett_l445@yahoo.com,,nestli-embrace-sling-carrier,,
Finally sleeping again,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2024-05-16 00:00:00 UTC,Harper Torres,htorres510@live.com,,nestli-embrace-sling-carrier,,
So easy to use,Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2024-09-08 00:00:00 UTC,Jeffrey Moore,moore_j418@live.com,,nestli-embrace-sling-carrier,,
Best baby gear purchase,"I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2023-01-16 00:00:00 UTC,Autumn Powell,powell.a@yahoo.com,,nestli-embrace-sling-carrier,,
Worth every single penny,Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2023-03-27 00:00:00 UTC,Nicholas Nguyen,nicholas@hotmail.com,,nestli-embrace-sling-carrier,,
5 stars isn't enough,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2025-03-17 00:00:00 UTC,Eliana Mitchell,mitchell.e@live.com,,nestli-embrace-sling-carrier,,
4 stars — great product,Good quality product. Baby is content in it and I can actually get things done. Would give 5 stars but it took some practice to get the tightness right.,4,2023-07-27 00:00:00 UTC,Aubrey Brooks,aubrey@aol.com,,nestli-embrace-sling-carrier,,
Best baby gear purchase,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-09-25 00:00:00 UTC,Aaron Perry,aperry@msn.com,,nestli-embrace-sling-carrier,,
Bought 2 — one for grandma too,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-10-05 00:00:00 UTC,Dennis Nguyen,dennis@yahoo.com,,nestli-embrace-sling-carrier,,
"Good carrier, slight adjustment needed",Solid product. The strap is wide and comfortable. I gave 4 stars because I wish the setup instructions were a bit clearer with pictures. But the carrier itself is great.,4,2023-10-25 00:00:00 UTC,Harper Wood,harper@aol.com,,nestli-embrace-sling-carrier,,
4 stars — great product,"Great quality, soft fabric, baby seems comfy. Docking one star because mine arrived with a small mark on the fabric. Customer service sorted it quickly though.",4,2023-01-26 00:00:00 UTC,Julia Robinson,robinsonj302@outlook.com,,nestli-embrace-sling-carrier,,
My arms don't hurt anymore!,"Been using this for 14 months. Not a single seam has come loose, not a single stitch has broken. This thing is built to last.",5,2024-10-21 00:00:00 UTC,Layla Foster,layla280@yahoo.com,,nestli-embrace-sling-carrier,,
Solid carrier overall,Really great carrier overall. Took me about 3 tries to get the fit right but once I figured it out I love it. Baby seems comfortable and I have both hands free.,4,2023-02-12 00:00:00 UTC,Mila Peterson,mila.peterson@yahoo.com,,nestli-embrace-sling-carrier,,
My arms don't hurt anymore!,"I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2023-03-26 00:00:00 UTC,Audrey Perry,aperry@yahoo.com,,nestli-embrace-sling-carrier,,
Perfection,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2023-06-05 00:00:00 UTC,Kinsley Jackson,kinsley_jackson@msn.com,,nestli-embrace-sling-carrier,,
Bought 2 — one for grandma too,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2024-01-30 00:00:00 UTC,Frank Reyes,reyes.f@yahoo.com,,nestli-embrace-sling-carrier,,
Baby falls asleep in minutes,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2023-11-26 00:00:00 UTC,Delilah Sullivan,delilahsullivan@yahoo.com,,nestli-embrace-sling-carrier,,
"Goodbye stroller, hello Nestli",My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2024-11-17 00:00:00 UTC,Nova Perry,perryn@outlook.com,,nestli-embrace-sling-carrier,,
Can't imagine parenting without this,"I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2023-04-24 00:00:00 UTC,Sophie Martin,sophie977@aol.com,,nestli-embrace-sling-carrier,,
Love it with minor learning curve,Really like this carrier. My husband found it slightly tricky to adjust at first but now he uses it on his own. Baby falls asleep in it often.,4,2024-01-29 00:00:00 UTC,Jeffrey Peterson,peterson_j@yahoo.com,,nestli-embrace-sling-carrier,,
10/10 no notes,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2023-12-23 00:00:00 UTC,Josephine Sanders,jsanders@hotmail.com,,nestli-embrace-sling-carrier,,
Can't imagine parenting without this,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2024-04-28 00:00:00 UTC,Michael Sullivan,michaelsullivan@msn.com,,nestli-embrace-sling-carrier,,
5 stars isn't enough,Bought this because a mom in my birth class had one. Now 6 women from that class have this carrier. We call ourselves the Nestli moms.,5,2025-12-04 00:00:00 UTC,Charles Mitchell,cmitchell405@live.com,,nestli-embrace-sling-carrier,,
"Returned 3 carriers, kept this one",My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2024-02-17 00:00:00 UTC,Brielle Martinez,bmartinez@msn.com,,nestli-embrace-sling-carrier,,
Great for travel,My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2024-05-31 00:00:00 UTC,Dennis Morales,dmorales853@icloud.com,,nestli-embrace-sling-carrier,,
"Fits perfectly, baby loves it",My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2025-03-07 00:00:00 UTC,Layla Jones,layla@live.com,,nestli-embrace-sling-carrier,,
Solid carrier overall,Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2024-05-11 00:00:00 UTC,Richard Nelson,richard@outlook.com,,nestli-embrace-sling-carrier,,
Finally a carrier that actually works,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2023-01-05 00:00:00 UTC,Bella Gonzalez,gonzalez_b@aol.com,,nestli-embrace-sling-carrier,,
Every mom needs this,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2024-05-21 00:00:00 UTC,Zoe Green,zoe500@outlook.com,,nestli-embrace-sling-carrier,,
Almost perfect,Works well and baby loves it. The ring is a bit stiff at first so adjusting takes some force until it breaks in. After a week it was perfect.,4,2023-06-16 00:00:00 UTC,Paul Miller,paul_miller@msn.com,,nestli-embrace-sling-carrier,,
"Easy to put on, baby loves it","The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2025-04-21 00:00:00 UTC,Jessica James,james_j445@aol.com,,nestli-embrace-sling-carrier,,
10/10 no notes,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2023-03-08 00:00:00 UTC,Jack Lee,jlee@msn.com,,nestli-embrace-sling-carrier,,
Should have bought this from day one,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2023-02-04 00:00:00 UTC,Eric Williams,ewilliams271@msn.com,,nestli-embrace-sling-carrier,,
This is THE one,Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2023-11-01 00:00:00 UTC,Timothy Lewis,timothy230@msn.com,,nestli-embrace-sling-carrier,,
Perfection,I run a mom and baby yoga class. I recommend this carrier to every single student. Half of them come back and say it changed their life.,5,2025-03-01 00:00:00 UTC,Gabriella Myers,gabriella.myers58@aol.com,,nestli-embrace-sling-carrier,,
Hands free finally!!!,I run a mom and baby yoga class. I recommend this carrier to every single student. Half of them come back and say it changed their life.,5,2024-04-19 00:00:00 UTC,Brooklyn Williams,brooklynwilliams@msn.com,,nestli-embrace-sling-carrier,,
Cooking with baby — done!,Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2025-03-11 00:00:00 UTC,Genesis Rogers,grogers487@icloud.com,,nestli-embrace-sling-carrier,,
Never taking this off,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2024-10-31 00:00:00 UTC,Jason Torres,jason32@gmail.com,,nestli-embrace-sling-carrier,,
Dad approved!,Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2023-09-30 00:00:00 UTC,Patrick Powell,patrickpowell@hotmail.com,,nestli-embrace-sling-carrier,,
Recommend for most moms,Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2024-12-27 00:00:00 UTC,Stephen Rodriguez,srodriguez525@outlook.com,,nestli-embrace-sling-carrier,,
Great for travel,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-12-25 00:00:00 UTC,Edward Parker,edward@msn.com,,nestli-embrace-sling-carrier,,
Bought 2 — one for grandma too,I work from home and wear this during calls. Baby is calm and quiet and I look completely professional. Game changing for WFH moms.,5,2023-12-18 00:00:00 UTC,Lucy Bennett,lbennett@msn.com,,nestli-embrace-sling-carrier,,
"Easy to put on, baby loves it",Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2023-08-06 00:00:00 UTC,Josephine Kelly,josephinekelly@outlook.com,,nestli-embrace-sling-carrier,,
Obsessed with this thing,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2024-07-25 00:00:00 UTC,Aaliyah Lewis,aaliyah@hotmail.com,,nestli-embrace-sling-carrier,,
Almost perfect,Works great for my petite frame. Had to watch a video to get the fit right but after that it's been perfect. Baby loves the closeness.,4,2024-09-07 00:00:00 UTC,Savannah Taylor,savannah@live.com,,nestli-embrace-sling-carrier,,
Really like this carrier,Works well and baby loves it. The ring is a bit stiff at first so adjusting takes some force until it breaks in. After a week it was perfect.,4,2023-07-24 00:00:00 UTC,Tyler Murphy,tylermurphy442@msn.com,,nestli-embrace-sling-carrier,,
"Love it, took a few tries",Comfortable for long carries. Gave 4 stars because the color I received looked slightly different from the website photo. Still looks nice though.,4,2025-09-05 00:00:00 UTC,Nicholas Myers,myersn152@yahoo.com,,nestli-embrace-sling-carrier,,
Worth every single penny,"I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2023-03-23 00:00:00 UTC,Penelope Nguyen,pnguyen@msn.com,,nestli-embrace-sling-carrier,,
My husband uses it more than me,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2023-05-15 00:00:00 UTC,Paul Gray,pgray@aol.com,,nestli-embrace-sling-carrier,,
Best carrier I've ever owned,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2024-09-05 00:00:00 UTC,Nova Ortiz,nova780@icloud.com,,nestli-embrace-sling-carrier,,
Worth every single penny,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2024-02-02 00:00:00 UTC,Anna Nguyen,nguyen.a656@outlook.com,,nestli-embrace-sling-carrier,,
This saved my postpartum,My son is 20 months and 26 pounds. I still carry him in this when he's tired on walks. Zero shoulder pain.,5,2023-05-05 00:00:00 UTC,Elena Morales,emorales@gmail.com,,nestli-embrace-sling-carrier,,
Cooking with baby — done!,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2023-05-08 00:00:00 UTC,James Gomez,gomez_j86@msn.com,,nestli-embrace-sling-carrier,,
"Returned 3 carriers, kept this one","I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2023-06-08 00:00:00 UTC,Edward Ramirez,eramirez151@msn.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,"Love the quality of this carrier. Only reason it's 4 stars is the learning curve — it took me a week to feel confident putting it on. After that, totally smooth.",4,2023-04-20 00:00:00 UTC,Olivia Diaz,olivia315@hotmail.com,,nestli-embrace-sling-carrier,,
"Goodbye stroller, hello Nestli",Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2024-10-08 00:00:00 UTC,Paul Long,paullong843@aol.com,,nestli-embrace-sling-carrier,,
Cried happy tears when I tried it,Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2023-12-08 00:00:00 UTC,Aria Garcia,agarcia@gmail.com,,nestli-embrace-sling-carrier,,
So easy to use,I was nervous about ring slings but the setup guide was so clear. Had it on correctly the first try. Baby was happy immediately.,5,2024-02-09 00:00:00 UTC,Gary Long,gary@yahoo.com,,nestli-embrace-sling-carrier,,
Recommend for most moms,Really nice carrier. Well made and baby seems very comfortable. Just takes a little practice at first. Glad I bought it.,4,2024-01-04 00:00:00 UTC,Sophia Cruz,scruz@icloud.com,,nestli-embrace-sling-carrier,,
Can't imagine parenting without this,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2023-11-07 00:00:00 UTC,Arianna Parker,arianna.parker613@aol.com,,nestli-embrace-sling-carrier,,
"Goodbye stroller, hello Nestli",I run a mom and baby yoga class. I recommend this carrier to every single student. Half of them come back and say it changed their life.,5,2023-06-14 00:00:00 UTC,Leah Stewart,leah.stewart870@aol.com,,nestli-embrace-sling-carrier,,
Cooking with baby — done!,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2025-09-02 00:00:00 UTC,Ryan Parker,ryan@outlook.com,,nestli-embrace-sling-carrier,,
Absolute game changer!,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2023-11-22 00:00:00 UTC,Hazel Sanders,hazel292@aol.com,,nestli-embrace-sling-carrier,,
Good for newborns,Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2024-04-14 00:00:00 UTC,Bella Evans,bella.evans@hotmail.com,,nestli-embrace-sling-carrier,,
My husband uses it more than me,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2025-09-22 00:00:00 UTC,Cora Myers,myers.c581@yahoo.com,,nestli-embrace-sling-carrier,,
Lightweight and perfect,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2023-10-23 00:00:00 UTC,Caroline Hall,chall@live.com,,nestli-embrace-sling-carrier,,
Impressive quality for the price,Really like this carrier. My husband found it slightly tricky to adjust at first but now he uses it on his own. Baby falls asleep in it often.,4,2024-07-25 00:00:00 UTC,Sophia Sullivan,ssullivan396@hotmail.com,,nestli-embrace-sling-carrier,,
Can't imagine parenting without this,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2024-06-30 00:00:00 UTC,Madelyn Lewis,madelyn.lewis68@gmail.com,,nestli-embrace-sling-carrier,,
Genuinely life changing,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2023-01-30 00:00:00 UTC,Brandon Cook,brandon.cook679@outlook.com,,nestli-embrace-sling-carrier,,
My go-to carrier for everything,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2024-05-16 00:00:00 UTC,Jason Johnson,johnson.j143@hotmail.com,,nestli-embrace-sling-carrier,,
10/10 no notes,"Been using this for 14 months. Not a single seam has come loose, not a single stitch has broken. This thing is built to last.",5,2024-03-22 00:00:00 UTC,Diana Clark,clarkd363@gmail.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,Comfortable for long carries. Gave 4 stars because the color I received looked slightly different from the website photo. Still looks nice though.,4,2025-03-25 00:00:00 UTC,Jose Williams,williams.j389@icloud.com,,nestli-embrace-sling-carrier,,
Good but takes practice,"Great carrier, my daughter loves it. Took off one star because the instructions could be more detailed. Overall very happy with the purchase.",4,2023-06-13 00:00:00 UTC,Adeline Jackson,adeline_jackson638@yahoo.com,,nestli-embrace-sling-carrier,,
Perfect for our lifestyle,I work from home and wear this during calls. Baby is calm and quiet and I look completely professional. Game changing for WFH moms.,5,2023-05-06 00:00:00 UTC,Olivia Foster,olivia.foster@live.com,,nestli-embrace-sling-carrier,,
Solid 4 stars from me,Really nice carrier. Well made and baby seems very comfortable. Just takes a little practice at first. Glad I bought it.,4,2023-05-08 00:00:00 UTC,Matthew Nguyen,mnguyen552@live.com,,nestli-embrace-sling-carrier,,
5 stars isn't enough,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2025-01-13 00:00:00 UTC,Lillian Ward,lillian.ward@yahoo.com,,nestli-embrace-sling-carrier,,
Every mom needs this,Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2023-06-12 00:00:00 UTC,Ronald Cooper,rcooper@aol.com,,nestli-embrace-sling-carrier,,
Every mom needs this,Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2023-07-06 00:00:00 UTC,Ivy Martin,martini@yahoo.com,,nestli-embrace-sling-carrier,,
Obsessed with this thing,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2024-03-31 00:00:00 UTC,Savannah Collins,scollins@yahoo.com,,nestli-embrace-sling-carrier,,
Grocery store hero,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2024-05-08 00:00:00 UTC,John Parker,parker_j@icloud.com,,nestli-embrace-sling-carrier,,
My pediatrician approved it,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2024-02-28 00:00:00 UTC,Ava Miller,ava_miller636@msn.com,,nestli-embrace-sling-carrier,,
Bought 2 — one for grandma too,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2023-12-11 00:00:00 UTC,Jessica Thompson,thompsonj500@hotmail.com,,nestli-embrace-sling-carrier,,
Impressive quality for the price,Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2023-01-27 00:00:00 UTC,Jason Ross,rossj772@icloud.com,,nestli-embrace-sling-carrier,,
"Returned 3 carriers, kept this one",The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-10-22 00:00:00 UTC,Paisley Walker,paisley.walker351@hotmail.com,,nestli-embrace-sling-carrier,,
So easy to use,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2023-08-10 00:00:00 UTC,Luna Russell,russell_l955@live.com,,nestli-embrace-sling-carrier,,
Finally a carrier that actually works,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-10-12 00:00:00 UTC,Nova Sanchez,nsanchez@gmail.com,,nestli-embrace-sling-carrier,,
Good for newborns,Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2023-07-22 00:00:00 UTC,Eleanor Long,elong@yahoo.com,,nestli-embrace-sling-carrier,,
Genuinely life changing,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2023-11-17 00:00:00 UTC,Piper Campbell,campbell_p@icloud.com,,nestli-embrace-sling-carrier,,
Exceeded all my expectations,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2023-04-07 00:00:00 UTC,Jeffrey Smith,jeffrey949@hotmail.com,,nestli-embrace-sling-carrier,,
My velcro baby is finally calm,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2025-05-10 00:00:00 UTC,Vanessa Morris,vmorris@msn.com,,nestli-embrace-sling-carrier,,
5 stars isn't enough,Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2023-11-15 00:00:00 UTC,Benjamin King,king_b@gmail.com,,nestli-embrace-sling-carrier,,
She stopped crying the second I put it on,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2025-03-06 00:00:00 UTC,William Johnson,johnson_w107@msn.com,,nestli-embrace-sling-carrier,,
Wish I had this with my first,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2023-02-21 00:00:00 UTC,Nora Nguyen,nguyen_n733@outlook.com,,nestli-embrace-sling-carrier,,
Airport essential,My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2023-03-22 00:00:00 UTC,Benjamin Reed,reedb@live.com,,nestli-embrace-sling-carrier,,
My arms don't hurt anymore!,I work from home and wear this during calls. Baby is calm and quiet and I look completely professional. Game changing for WFH moms.,5,2023-08-17 00:00:00 UTC,Justin Baker,justin1@yahoo.com,,nestli-embrace-sling-carrier,,
Perfect for our lifestyle,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2025-02-10 00:00:00 UTC,Eliana Kelly,kellye946@yahoo.com,,nestli-embrace-sling-carrier,,
Best carrier I've ever owned,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2023-07-21 00:00:00 UTC,Eliana Lewis,lewise@icloud.com,,nestli-embrace-sling-carrier,,
Cried happy tears when I tried it,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-06-17 00:00:00 UTC,Charlotte Bailey,baileyc197@aol.com,,nestli-embrace-sling-carrier,,
Perfection,My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2023-12-02 00:00:00 UTC,Ronald Morris,morris.r@live.com,,nestli-embrace-sling-carrier,,
Recommend for most moms,"Great carrier, my daughter loves it. Took off one star because the instructions could be more detailed. Overall very happy with the purchase.",4,2023-02-22 00:00:00 UTC,Isla Reed,islareed@msn.com,,nestli-embrace-sling-carrier,,
Should have bought this from day one,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2025-04-19 00:00:00 UTC,Christopher Evans,cevans@icloud.com,,nestli-embrace-sling-carrier,,
My pediatrician approved it,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2023-05-02 00:00:00 UTC,Valentina Hernandez,valentina@msn.com,,nestli-embrace-sling-carrier,,
Baby falls asleep in minutes,I run a mom and baby yoga class. I recommend this carrier to every single student. Half of them come back and say it changed their life.,5,2024-04-02 00:00:00 UTC,Victoria Smith,victoria.smith@hotmail.com,,nestli-embrace-sling-carrier,,
"Returned 3 carriers, kept this one",Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2024-09-02 00:00:00 UTC,Alice Reed,alice@gmail.com,,nestli-embrace-sling-carrier,,
Would recommend with small caveat,Really happy with the purchase. Slight learning curve but nothing that a YouTube tutorial didn't solve. Baby is calm and I'm hands-free.,4,2023-03-02 00:00:00 UTC,Isabella White,white_i@live.com,,nestli-embrace-sling-carrier,,
Would recommend with small caveat,Really nice carrier. Well made and baby seems very comfortable. Just takes a little practice at first. Glad I bought it.,4,2023-07-03 00:00:00 UTC,Vanessa Gutierrez,vgutierrez@aol.com,,nestli-embrace-sling-carrier,,
Recommend for most moms,"Great quality, soft fabric, baby seems comfy. Docking one star because mine arrived with a small mark on the fabric. Customer service sorted it quickly though.",4,2024-01-12 00:00:00 UTC,Hailey King,king.h@msn.com,,nestli-embrace-sling-carrier,,
Really great carrier,"Great carrier, my daughter loves it. Took off one star because the instructions could be more detailed. Overall very happy with the purchase.",4,2024-05-03 00:00:00 UTC,Savannah Campbell,savannah.campbell532@hotmail.com,,nestli-embrace-sling-carrier,,
Almost perfect,Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2024-03-17 00:00:00 UTC,Ashley Kelly,ashley@gmail.com,,nestli-embrace-sling-carrier,,
My husband uses it more than me,Was skeptical after spending money on other carriers that hurt my back. This one is genuinely different. Wide padded strap makes all the difference.,5,2024-01-12 00:00:00 UTC,Ava Cook,ava.cook678@outlook.com,,nestli-embrace-sling-carrier,,
Finally a carrier that actually works,"I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2024-09-03 00:00:00 UTC,Bella Clark,bella_clark881@outlook.com,,nestli-embrace-sling-carrier,,
Baby falls asleep in minutes,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2024-11-16 00:00:00 UTC,Serenity Johnson,johnsons104@yahoo.com,,nestli-embrace-sling-carrier,,
Exceeded all my expectations,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2025-03-26 00:00:00 UTC,Hazel Parker,hazel_parker423@gmail.com,,nestli-embrace-sling-carrier,,
My go-to carrier for everything,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2023-05-26 00:00:00 UTC,Samuel Barnes,sbarnes609@gmail.com,,nestli-embrace-sling-carrier,,
Obsessed with this thing,"The quality is incredible. Stitching is perfect, fabric is so soft against baby skin. Washed it 40+ times and it still looks brand new.",5,2024-02-04 00:00:00 UTC,Sofia Collins,scollins@yahoo.com,,nestli-embrace-sling-carrier,,
Lightweight and perfect,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2023-06-18 00:00:00 UTC,Nathan Jenkins,nathanjenkins@gmail.com,,nestli-embrace-sling-carrier,,
Wish I had this with my first,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2023-11-30 00:00:00 UTC,Samantha Sullivan,ssullivan@gmail.com,,nestli-embrace-sling-carrier,,
Finally a carrier that actually works,"I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2025-11-02 00:00:00 UTC,Paisley Martinez,paisley287@icloud.com,,nestli-embrace-sling-carrier,,
"Goodbye stroller, hello Nestli","Been using this for 14 months. Not a single seam has come loose, not a single stitch has broken. This thing is built to last.",5,2023-08-31 00:00:00 UTC,Violet Cook,cookv@icloud.com,,nestli-embrace-sling-carrier,,
Should have bought this from day one,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2024-07-31 00:00:00 UTC,Valentina Martinez,vmartinez503@live.com,,nestli-embrace-sling-carrier,,
